sales,quantity,profit
330.4,2,85904.0
26.25,7,44359.0
132.52,4,543332.0
6.48,1,-53994.0
209.3,2,56511.0
31.56,5,2456501.0
30144.0,2,-641304.0
44422.0,4,6068.0
302376.0,3,226782.0
316.0,4,31.6
379.4,10,178318.0
97.82,2,459754.0
103.12,8,10312.0
113552.0,2,1192366.0
3318.0,2,-26544.0
134288.0,2,453222.0
701372.0,2,-50098.0
2308.0,2,-3462.0
999432.0,7,124929.0
724.08,14,-135765.0
918785.0,5,-1181295.0
2724.0,3,-42222.0
459.95,5,18398.0
10.74,3,265288.0
23.76,3,2079.0
85056.0,3,287064.0
381576.0,3,286182.0
30.36,5,1967046.0
23976.0,3,-143856.0
108925.0,1,-718905.0
36352.0,8,11.36
19.56,5,1904741.0
61.44,3,165888.0
38.9,5,17505.0
99.39,3,407499.0
2688.0,3,-7392.0
27816.0,3,1205758.0
82524.0,3,-41262.0
182994.0,3,-3202395.0
14352.0,3,1732803.0
64.96,2,1491683.0
68.6,4,18522.0
7999.98,4,-38399904.0
167.44,2,14651.0
479.97,3,1631898.0
14.62,2,2488915.0
19.44,3,515968.0
191984.0,2,2226611.0
104.01,1,145614.0
284.82,1,740532.0
36.84,3,457559.0
166.24,1,24936.0
33.4,5,16032.0
198272.0,8,173488.0
47.36,4,17.76
200984.0,7,628075.0
97696.0,4,317512.0
2696.0,1,8088.0
18588.0,2,-136312.0
4896.0,3,-34272.0
15072.0,3,-164997.0
209.88,3,356796.0
369912.0,3,-138717.0
10368.0,2,1602746.0
166.84,5,187695.0
15216.0,1,337517.0
119.96,4,527824.0
883.92,5,-110.49
46.72,8,15768.0
55.48,1,266304.0
24448.0,4,2456105.0
281.34,6,1097226.0
307.98,2,893142.0
299.97,3,1139886.0
19.92,5,6972.0
9.94,2,-396592.0
103056.0,3,244758.0
59808.0,3,194376.0
73.32,6,21996.0
146.82,3,73.41
1652.94,3,2314116.0
296.37,3,800199.0
129.92,5,21112.0
45584.0,7,-225597.0
17568.0,2,651747.0
55992.0,1,1494695.0
182.72,8,840512.0
400032.0,2,-1533456.0
33.63,3,10089.0
542646.0,3,1024998.0
44261.0,2,3024.0
242.94,3,1927265.0
179.97,3,863856.0
99696.0,6,336474.0
27936.0,4,870984.0
84.98,1,186956.0
18.72,5,6552.0
49.98,2,1120048.0
11784.0,3,298495.0
272736.0,3,-647748.0
3.54,2,-5487.0
51.52,5,-10948.0
3528.0,1,-158513.0
4624.0,1,1775811.0
55168.0,4,60054.0
567.12,10,-28356.0
359.32,4,-12965.0
11992.0,1,8994.0
58.05,3,26703.0
157.74,11,567864.0
56.98,7,22792.0
2.88,1,807918.0
1199976.0,3,3749925.0
79.92,4,287712.0
383438.0,4,-1673184.0
24.56,2,2508639.0
119.8,4,47.92
13128.0,3,279868.0
22.72,4,10224.0
58.32,9,279936.0
12.39,3,1860668.0
107982.0,3,-269955.0
11.36,2,545065.0
50.94,3,25.47
646.74,6,258696.0
5.64,3,1889067.0
572.58,6,343548.0
310.88,2,23316.0
641.96,2,1797488.0
18.28,2,9.14
207.0,3,51.75
32.35,5,16175.0
7.71,1,1020914.0
40.3,2,10881.0
34.58,7,145236.0
32.76,7,1809838.0
544008.0,3,408006.0
59.94,3,281718.0
23.92,4,1939014.0
4.28,1,1926.0
32.07,5,-22449.0
24.0,2,-2.7
35.49,1,-156156.0
47984.0,2,5998.0
186.69,3,877443.0
17456.0,2,2561933.0
348928.0,2,348928.0
143.96,4,691008.0
15.42,1,-97062.0
43.04,8,210896.0
332.94,3,799056.0
1363.96,5,852475.0
9.96,2,1430382.0
21.72,4,1654094.0
20.16,7,2514575.0
132.79,7,637392.0
12.96,2,112648.0
21.56,7,580281.0
283.92,5,17745.0
22.23,1,533072.0
215968.0,2,188972.0
355.32,9,994896.0
12.96,2,112648.0
18.28,2,92195.0
43176.0,3,466142.0
1983968.0,4,247996.0
44314.0,2,11076.0
149.97,3,509898.0
11.52,4,130088.0
1298.55,5,311652.0
213.92,4,620368.0
25.78,2,2578.0
18.28,2,92195.0
1399.93,7,6019699.0
51.84,8,248832.0
5344.0,1,2485111.0
41472.0,8,145152.0
3168.0,3,-24288.0
1228465.0,5,0.0
31086.0,3,-227964.0
335.52,4,117432.0
239.97,3,71991.0
9.82,2,2271170.0
67.8,4,4068.0
167.97,3,403128.0
35.0,7,44424.0
37.24,4,2226794.0
15.28,2,1085685.0
301.96,2,90588.0
180.66,3,505848.0
191.98,2,518346.0
65.99,1,171574.0
35216.0,2,1648007.0
23696.0,2,1192305.0
265475.0,1,-1114995.0
51184.0,4,-793352.0
9664.0,2,261575.0
21072.0,3,1425908.0
60.45,3,163215.0
11.52,4,550847.0
186048.0,4,410778.0
37.44,4,44388.0
26976.0,4,2108395.0
11.36,2,381375.0
14.62,2,2488915.0
83.72,7,234416.0
287.94,3,777438.0
48896.0,4,1339924.0
115.36,7,496048.0
5.16,2,553709.0
38.88,6,186624.0
185.88,6,501876.0
44.46,2,146718.0
242.94,3,1927265.0
39.96,2,187812.0
102.3,10,26598.0
21.36,2,2108303.0
7.61,1,1412454.0
7.16,2,3.58
7.36,2,1472.0
44219.0,2,10626.0
191472.0,6,406878.0
5248.0,2,5904.0
59184.0,2,-41515.0
2.89,1,614705.0
51.94,1,212954.0
15936.0,4,-39323.0
44.91,6,-35928.0
1141.47,5,-760.98
280782.0,3,-46797.0
34.44,3,17.22
11.36,2,130149.0
106344.0,7,372204.0
192.16,5,67256.0
322.59,3,64518.0
29.99,1,131956.0
371.97,3,669546.0
5892.0,4,-41244.0
68472.0,3,231093.0
-240084.0,5,262.39
30.84,2,499867.0
13.48,4,2707300.0
31.4,5,10048.0
17.46,2,2726293.0
13944.0,3,1248491.0
83.76,12,1772158.0
37.66,7,184534.0
34.68,6,169932.0
149.95,5,14995.0
51312.0,3,186006.0
4.54,1,2043.0
15.92,4,813883.0
543.92,8,135.98
155.82,7,420714.0
70008.0,3,245028.0
15648.0,2,-381190.0
103.6,7,51.8
46.96,8,225408.0
8904.0,2,-65296.0
10.44,5,3393.0
18336.0,4,-32088.0
323976.0,3,202485.0
44306.0,3,1567867.0
64.96,2,1491683.0
12.96,2,112648.0
323136.0,4,-264099.0
90.93,7,1964673.0
52776.0,3,19791.0
-255821.0,4,323946.0
1928.78,7,8293754.0
352.38,2,810474.0
44249.0,6,9102.0
46.94,1,192454.0
143.73,9,560547.0
99918.0,2,-185562.0
797944.0,4,-56996.0
8568.0,3,-145656.0
149352.0,3,504063.0
12992.0,1,-812.0
24.56,2,2508639.0
85.14,3,349074.0
21.99,1,1334141.0
406.6,5,113848.0
841568.0,2,2945488.0
15552.0,3,924917.0
252.0,5,53.55
46.2,4,12936.0
28.84,2,1195319.0
14592.0,3,1328054.0
89856.0,3,213408.0
13872.0,3,-589379.0
12192.0,3,-274570.0
45056.0,8,152064.0
29718.0,6,-217932.0
15552.0,3,924917.0
447696.0,2,335772.0
159.99,1,543966.0
12.96,2,112648.0
134.48,4,349648.0
44547.0,2,-524273.0
6096.0,2,72352.0
1114272.0,4,417852.0
32.4,5,15552.0
540.57,3,1405482.0
167.76,5,62.91
393165.0,3,-2044458.0
516488.0,7,-129122.0
1007232.0,6,755424.0
2065.32,12,-619596.0
15552.0,3,924917.0
25344.0,6,7.92
25472.0,4,1649619.0
27168.0,2,1924130.0
788528.0,2,-11596.0
173.8,5,43.45
29592.0,1,1458447.0
4752.0,2,-3168.0
15552.0,3,1634948.0
204.6,2,53196.0
321568.0,2,281372.0
6.24,2,-483519.0
21.88,2,10.94
4608.0,2,1754626.0
9.82,2,2271170.0
35.97,3,1906445.0
12.96,2,112648.0
191.6,4,91968.0
8.64,3,159338.0
501.81,3,0.0
127104.0,6,285984.0
124.2,3,-31.05
18588.0,2,-136312.0
30072.0,3,-148378.0
160.93,7,104521.0
75792.0,3,255798.0
44409.0,2,-792.0
3059982.0,2,679996.0
3282.0,2,-26256.0
34.02,3,166698.0
599292.0,6,932232.0
3392.0,1,8056.0
559984.0,2,559984.0
603.92,5,75.49
7968.0,2,1459542.0
27968.0,4,910430.0
336.51,3,44868.0
1112.0,2,-18904.0
520.05,5,72807.0
17.97,3,77919.0
1166.92,5,1312785.0
14624.0,2,5484.0
10.23,3,2631299.0
154.9,5,69705.0
2715.93,7,12764871.0
617.97,3,1730316.0
10.67,1,2623264.0
36.63,3,2557308.0
44220.0,5,9158.0
33.11,7,2640674.0
44.02,2,932406.0
2309.65,7,7621845.0
1090782.0,7,-2908752.0
19.44,3,515968.0
484.65,3,920835.0
115296.0,3,403536.0
44415.0,3,2478.0
4401.0,3,-35208.0
44.75,5,20585.0
95984.0,2,5999.0
151.72,4,273096.0
155.25,3,46575.0
44269.0,1,-442947.0
1618.37,13,3560414.0
99.6,1,36852.0
32.4,5,15552.0
13.96,2,1865812.0
155.82,3,638862.0
124.95,5,2499.0
601.65,5,156429.0
22.74,3,2478750.0
1267.53,3,3168825.0
1379.92,8,6485624.0
6208.0,2,-62789.0
11808.0,2,330272.0
15552.0,3,924917.0
63312.0,3,205764.0
15588.0,2,-98724.0
177.2,5,83284.0
197.97,3,574113.0
854.94,3,213735.0
124.11,9,521262.0
44300.0,5,7056.0
15696.0,3,-324213.0
2628.0,2,-19272.0
14427.0,3,-105798.0
86.62,2,8662.0
36624.0,3,13734.0
23968.0,7,1849621.0
28728.0,3,2211545.0
697.16,4,1464036.0
31.86,2,11151.0
722352.0,3,90294.0
8.84,5,2898232.0
58464.0,9,-146.16
254604.0,14,-18186.0
1363.96,5,852475.0
102.36,3,-38385.0
1113504.0,12,1252692.0
99.99,1,379962.0
168464.0,2,-294812.0
6.72,2,2436.0
282888.0,9,565776.0
11.16,2,593246.0
108.4,2,22764.0
82344.0,3,277911.0
9088.0,4,381375.0
19936.0,4,134593.0
65568.0,2,229488.0
4416.0,3,1500418.0
107772.0,2,-292524.0
45216.0,3,1211237.0
10416.0,7,-22134.0
7872.0,3,325798.0
118782.0,3,-277158.0
1448.0,1,2353.0
55.47,5,-46225.0
194848.0,4,12178.0
1744.0,1,-3488.0
25176.0,4,-184624.0
19.46,7,-476153.0
29472.0,3,2764401.0
8.64,2,3024.0
6.27,5,-4598.0
4368.0,7,-33488.0
31984.0,2,1999.0
40.88,7,1602960.0
119.96,2,335888.0
31.44,3,1091560.0
6.88,1,2322.0
19.92,4,629924.0
1106.91,9,1217601.0
836592.0,8,-2649208.0
26.38,1,-201277.0
362.92,2,1052468.0
4899.93,7,24009657.0
6.48,1,-290672.0
71976.0,3,27942.0
3.15,1,1512.0
31984.0,2,1999.0
71984.0,2,251944.0
120.15,9,33642.0
219184.0,2,191786.0
44467.0,5,14161.0
355.96,2,1032284.0
348208.0,7,304682.0
35784.0,7,-286272.0
447.84,5,11196.0
44293.0,4,-541987.0
8.73,3,-317304.0
29.29,1,1737704.0
8.64,3,1152738.0
2694.0,3,-47145.0
2934.0,3,-49878.0
22.92,3,149325.0
100704.0,6,-163644.0
2328.0,2,-7566.0
10.78,5,-17248.0
58368.0,12,21888.0
40968.0,3,138267.0
71.96,5,25186.0
10368.0,2,1602746.0
1192.0,2,-20264.0
46672.0,2,163352.0
119833.0,1,-126882.0
119.98,2,575904.0
44261.0,2,3024.0
279.9,5,137151.0
619.95,5,111591.0
4.36,2,-514228.0
15.28,2,1085685.0
699.93,7,1819818.0
22.96,7,1710950.0
38.6,4,11.58
6.63,3,2191822.0
23.34,3,2848437.0
1067.94,3,2242674.0
10.16,1,1649468.0
101.88,6,50.94
343.92,4,756624.0
40.99,1,200851.0
63.9,5,28755.0
19.44,3,515968.0
124608.0,4,-23364.0
7.56,3,2646.0
85224.0,3,975746.0
287.52,8,129384.0
37.68,2,1316609.0
19.98,2,8991.0
20.58,7,1339101.0
17.38,2,8.69
204.6,2,53196.0
8.72,4,2511440.0
6.48,1,-290672.0
686.32,2,223054.0
62.18,1,167886.0
644076.0,2,107346.0
5.84,2,2628.0
12.76,2,2482311.0
10.95,1,438.0
599.98,2,209993.0
8352.0,6,229374.0
3.64,2,1638.0
159768.0,7,539217.0
122.48,2,0.0
2244.48,7,4937856.0
62.31,3,292857.0
455.1,2,100122.0
195184.0,1,195184.0
362.94,3,90735.0
11.54,2,5.77
53.94,3,156426.0
9.99,1,1480785.0
125.76,3,40872.0
25.32,5,-41757.0
46.8,4,44368.0
447.93,9,492723.0
109.48,2,339388.0
272.94,3,0.0
19.44,3,515968.0
31.92,4,399060.0
22.38,2,2017875.0
16.52,5,1408132.0
5176.0,4,-7764.0
